longitude,latitude,altitude,lidar(m),height_wgs84(m),cs_photo,co_photo
17.02107503,49.29575544,281.2728,11.272,323.3173,2.293927023,0
17.02105072,49.29571422,281.2268,11.311,323.2711,3.56456059,1.188186863
17.02102663,49.29567409,281.1813,11.339,323.226,7.111389894,0
17.02100186,49.29563286,281.2035,11.385,323.2478,1.716334195,1.18799576
17.02097708,49.29559094,281.2648,11.461,323.3092,1.186088099,1.186088099
17.02095272,49.29554858,281.2811,11.473,323.3257,0,0
17.02092834,49.2955058,281.3038,11.514,323.3485,2.297105441,1.186469141
17.0209032,49.29546353,281.2804,11.606,323.3251,3.866209867,0
17.02087829,49.29542127,281.2529,11.784,323.2974,2.10268104,0
17.02085304,49.29537886,281.2388,11.944,323.2834,3.561552764,0
17.02082774,49.2953364,281.203,11.995,323.2477,2.374082326,0
17.02080279,49.29529389,281.1852,12.086,323.2298,1.188234649,1.188234649
17.0207787,49.29525219,281.2663,12.184,323.3112,3.559550365,0
17.02075453,49.29521037,281.2758,12.235,323.3204,3.444634661,0
17.02073063,49.29516836,281.4036,12.422,323.4482,0.906479344,0
17.02070531,49.29512608,281.3723,12.499,323.4166,5.795947639,1.158822255
17.02067989,49.29508364,281.323,12.499,323.3674,3.658237067,0
17.02065464,49.29504114,281.3209,12.601,323.3656,2.371700144,2.371700144
17.0206297,49.29499891,281.3292,12.542,323.3739,2.375322953,1.187661476
17.02060422,49.29495682,281.2818,12.539,323.3266,1.563698455,0
17.02057862,49.29491548,281.2687,12.669,323.3132,1.294404475,0
17.02055319,49.2948734,281.2309,12.747,323.2752,2.372652443,0
17.02052921,49.2948316,281.2239,12.78,323.2681,3.561409661,0
17.0205052,49.29478832,281.1821,12.776,323.2264,3.321574284,0
17.02048088,49.2947468,281.1929,12.833,323.2371,1.185754888,1.185754888
17.0204608,49.29470963,281.2839,13.177,323.3285,1.957395946,0
17.02045538,49.294671,281.347,13.186,323.3917,1.184613871,0
17.02046947,49.29462791,281.6388,12.765,323.6832,2.810806382,0
17.020495,49.29459184,281.7169,12.683,323.7612,2.371985753,1.222897116
17.02052005,49.29456032,281.6573,12.502,323.7017,2.680705266,1.186183336
17.02054066,49.29453665,281.6372,12.794,323.6815,3.562554809,0
17.02056909,49.29453082,281.464,12.781,323.5082,0,1.185184105
17.0205908,49.29454888,281.2972,12.509,323.3416,9.318949261,2.375418439
17.02060535,49.29457829,281.2864,12.327,323.3308,1.346456492,1.186707416
17.0206216,49.29461212,281.2799,12.311,323.3241,1.186469141,0
17.02064327,49.29465275,281.247,12.199,323.2912,0,0
17.02066731,49.29469526,281.1857,12.134,323.2303,4.62177464,0
17.02069374,49.29474071,281.1853,12.107,323.2295,0.670340131,1.188330231
17.02071864,49.29478346,281.1403,12.088,323.1846,0,0
17.02074292,49.29482568,281.0715,12.031,323.1158,0.028385014,1.186088099
17.02076755,49.29486781,281.041,12.033,323.0853,0,2.371414604
17.02079123,49.29490894,281.0842,12.051,323.1283,3.486212225,0
17.02081607,49.29495228,281.1041,11.903,323.1484,1.187375097,0
17.02084002,49.29499404,281.0331,11.817,323.0773,0.74685666,0
17.02086481,49.29503725,280.9642,11.709,323.0084,2.372652443,0
17.02088973,49.29507987,280.9235,11.576,322.9677,4.627160458,1.18723196
17.02091481,49.29512213,280.8649,11.615,322.9093,3.555694947,0
17.0209394,49.29516409,280.8479,11.569,322.8921,4.751027867,0.555446787
17.0209635,49.29520574,280.8461,11.541,322.8903,1.187136554,0
17.0209881,49.29524852,280.817,11.445,322.8615,1.490389395,0
17.02101294,49.29529123,280.8223,11.33,322.8663,2.689528006,0.669747505
17.02103879,49.29533492,280.879,11.211,322.9234,2.373510166,0.85158662
17.02106286,49.29537614,280.8667,11.13,322.9109,3.559693319,1.18656444
17.02108767,49.29541905,280.8158,11.041,322.8599,2.374082326,0
17.0211124,49.29546029,280.7739,10.902,322.818,2.373224189,0
17.02113808,49.29550394,280.7177,10.815,322.7618,2.372842994,1.186421497
17.02116207,49.29554577,280.7122,10.642,322.7567,2.375704945,0
17.02118685,49.29558817,280.7447,10.548,322.7891,1.511093562,0
17.02121078,49.29562984,280.8227,10.524,322.8671,0,3.562125292
17.02123453,49.29567193,280.8913,10.513,322.9356,0.668592212,2.370463298
17.02125952,49.29571548,280.9484,10.361,322.9926,3.565707766,0
17.02128477,49.29575951,280.9674,10.239,323.0118,2.449577075,0
17.02130906,49.29580077,280.9927,10.186,323.0373,6.470443707,0
17.02133426,49.29584299,281.0101,10.101,323.0546,3.344581665,0
17.02136001,49.29588494,281.0822,10.087,323.1265,3.330508691,1.185802478
17.02138562,49.29592623,281.1516,9.999,323.1961,4.745304886,1.186326221
17.0214107,49.29596795,281.1477,9.868,323.1922,1.592841048,1.38393053
17.0214355,49.29600991,281.107,9.756,323.1512,7.781230699,0
17.02146034,49.29605179,281.066,9.633,323.1103,6.608004638,2.375227474
17.02148476,49.29609356,281.0124,9.478,323.0567,1.188282438,0
17.02150919,49.29613542,280.9714,9.418,323.0157,3.610162888,0
17.02153389,49.29617755,280.9221,9.294,322.9664,2.37713851,0
17.02155831,49.29621987,280.8898,9.204,322.9341,2.444434427,1.416411148
17.02158245,49.29626221,280.8378,9.072,322.8825,2.376278163,1.188139082
17.02160688,49.29630399,280.7798,8.92,322.8241,5.186781924,0
17.02163095,49.29634463,280.7164,8.821,322.7605,1.18751827,0
17.02165591,49.29638779,280.6953,8.777,322.74,1.185469428,0
17.02167977,49.29642887,280.7009,8.733,322.7452,2.251882147,1.186802753
17.02170453,49.29647067,280.7285,8.665,322.7725,2.334806186,0
17.02172894,49.29651222,280.8003,8.615,322.8445,1.18656444,0
17.02175403,49.29655488,280.88,8.528,322.9244,0.66939781,1.186659754
17.02177883,49.29659661,280.9344,8.45,322.9787,0,1.188425829
17.02180393,49.29663858,280.974,8.337,323.0182,1.185945271,1.185945271
17.02182861,49.29668035,280.9794,8.255,323.0237,2.371436284,1.188521443
17.02185338,49.29672211,280.9635,8.18,323.008,2.274856149,0
17.02187728,49.2967626,280.9293,8.092,322.9736,5.780516432,1.408886218
17.02190211,49.29680526,280.8875,8.022,322.9319,5.604227049,0
17.02192634,49.29684686,280.823,7.963,322.8672,2.375418439,0.669989816
17.02195063,49.29688876,280.7884,7.882,322.8326,2.374177713,0
17.02197522,49.2969303,280.7662,7.838,322.8106,3.250553286,0
17.02200093,49.29697284,280.6994,7.7,322.7438,4.633490872,0
17.0220253,49.29701373,280.6275,7.575,322.6718,1.186135716,0.669102199
17.02205034,49.29705663,280.5866,7.488,322.631,1.187088856,1.187088856
17.02207447,49.29709826,280.5794,7.383,322.6237,5.935205815,0
17.02209861,49.29713924,280.5439,7.256,322.5886,2.69491999,1.187088856
17.02212243,49.29718041,280.5308,7.205,322.5751,5.632445714,0
17.02214696,49.29722369,280.5447,7.179,322.5892,1.188234649,0.555670172
17.02217083,49.2972649,280.5531,7.113,322.5973,3.350154101,0
17.02219502,49.29730581,280.5472,7.06,322.5917,5.941167209,1.185421864
17.02222089,49.29734881,280.5344,7.002,322.5789,2.374368509,1.187184255
17.02224642,49.29739132,280.5506,6.902,322.5951,0,1.188856211
17.02227204,49.29743389,280.5902,6.818,322.6349,4.94933226,0
17.02229738,49.29747662,280.6185,6.76,322.6627,2.61483786,0
17.0223216,49.29751791,280.6396,6.644,322.6842,3.070760821,0
17.02234611,49.29756006,280.6248,6.527,322.6693,0,1.594641622
17.02237074,49.2976026,280.5718,6.394,322.6162,1.385583427,1.244241674
17.02239581,49.29764475,280.5103,6.293,322.5546,4.753512114,0
17.02242051,49.29768596,280.4911,6.241,322.5359,4.415132028,0
17.02244476,49.29772726,280.4953,6.171,322.5396,5.941890143,1.62611457
17.02246849,49.29776889,280.4455,6.137,322.4899,3.442279971,1.18804353
17.02249223,49.29781121,280.4032,6.079,322.4476,2.374845635,0
17.02251714,49.29785419,280.3778,6.039,322.4221,6.129425595,0
17.02254083,49.29789477,280.3624,5.974,322.4068,2.333376483,0
17.02256578,49.29793711,280.3752,5.89,322.4195,0,1.187470542
17.02259051,49.29797958,280.3786,5.81,322.4229,3.377823221,0.122592812
17.02261567,49.29802193,280.3918,5.74,322.436,2.376947268,1.458952686
17.02264079,49.29806385,280.4062,5.697,322.4506,4.747592423,2.373796211
17.02266494,49.29810612,280.4312,5.616,322.4758,0,0
17.02268971,49.29814871,280.448,5.526,322.4924,3.562841211,2.375227474
17.02271517,49.29819063,280.4437,5.461,322.4879,3.113836293,2.375895987
17.02274098,49.29823251,280.4443,5.403,322.4888,1.188186863,0.670259256
17.02276648,49.29827471,280.482,5.375,322.5264,4.749500389,0
17.02279123,49.29831679,280.5186,5.301,322.563,0,1.186326221
17.022816,49.29835879,280.5624,5.203,322.6066,1.186469141,2.372938282
17.02284058,49.29840062,280.5819,5.085,322.626,4.522804242,0.55562548
17.02286524,49.29844239,280.5845,4.988,322.6291,8.124055236,1.606554743
17.02288943,49.29848372,280.5738,4.975,322.618,3.520784771,0
17.02291445,49.29852596,280.5377,4.932,322.582,2.373510166,0
17.02293949,49.2985677,280.5,4.89,322.5441,0.852449827,0.425530186
17.02296415,49.29860936,280.4822,4.839,322.5265,5.524293472,1.187470542
17.02298815,49.29865146,280.469,4.776,322.5135,1.186993473,0.689876549
17.02301311,49.29869359,280.4742,4.689,322.5183,4.744733346,0
17.02303797,49.2987356,280.4688,4.636,322.5135,2.530818587,0.746840446
17.02306273,49.29877758,280.4817,4.537,322.5259,6.942693546,0
17.02308751,49.29881935,280.4757,4.456,322.5199,1.184044185,0
17.02311256,49.29886099,280.4367,4.394,322.4809,1.647654414,0
17.02313759,49.29890261,280.3913,4.252,322.4356,0,0
17.02316221,49.29894443,280.3376,4.141,322.3819,1.186802753,1.186802753
17.02318694,49.29898624,280.2947,4.092,322.3391,8.492865345,0
17.02320992,49.29902531,280.2445,4.067,322.2893,2.984753156,1.187184255
17.02323,49.29905162,280.1914,4.043,322.236,2.371890543,0
17.02325082,49.29906343,280.1842,4.077,322.2284,0.642731988,1.187184255
17.02325788,49.2990661,280.5938,4.32,322.638,2.418255882,0.668887373
17.02325883,49.29906621,282.3064,6.106,324.3506,2.376373727,1.188186863
17.02325926,49.29906611,284.8099,8.645,326.854,2.536157342,0
17.02325983,49.29906582,288.3147,12.13,330.359,1.187470542,0
17.0232604,49.29906746,291.1256,15.064,333.1698,1.158065994,0.669048479
17.02326001,49.29908098,292.8118,16.856,334.8562,3.560265249,0.669451585
17.02324196,49.29910514,293.9779,19.149,336.0221,2.373319507,0
17.02319027,49.29911919,294.9801,20.329,337.0247,1.677514896,1.187947993
17.02311497,49.29911452,295.6184,20.199,337.6625,0,0
17.02301843,49.29910503,295.8623,20.14,337.9067,1.159602137,0
17.02291394,49.2991047,295.7733,19.786,337.818,4.301438253,0
17.02279886,49.29910733,295.6487,19.607,337.6934,1.187088856,0
17.02268386,49.29911057,295.6378,19.406,337.6824,1.185421864,0
17.02257058,49.29911412,295.7089,19.196,337.7537,3.381490634,1.188091304
17.02246059,49.29911753,295.5623,18.83,337.6073,2.672613284,1.184613871
17.02236019,49.29912068,295.0057,18.149,337.0508,1.505349241,0
17.02227108,49.29912353,294.1562,17.331,336.2015,1.185231649,0
17.0221901,49.29912557,293.2164,16.389,335.2616,5.602875493,0
17.02211772,49.29912721,292.2901,15.493,334.3354,5.135880254,1.186945788
17.02205424,49.29912824,291.3822,14.64,333.4274,0.670070625,1.187852472
17.02199983,49.29912962,290.6526,13.838,332.6978,2.373891575,1.186945788
17.02194686,49.29913327,289.9337,13.055,331.9793,2.374941083,1.187470542
17.02189883,49.29913821,289.0493,12.072,331.0948,1.202480774,1.186373857
17.02185688,49.29914258,288.0433,11.042,330.089,4.742067979,1.185516995
17.02182085,49.29914611,287.009,10.004,329.0548,6.53952912,0
17.02178589,49.29914991,286.046,9.008,328.091,8.137455335,0
17.02174693,49.29915445,285.1415,8.191,327.1871,1.937410092,2.249813182
17.02170544,49.29915961,284.3267,7.387,326.3723,1.187088856,1.187088856
17.02166423,49.29916602,283.6735,6.688,325.7193,3.556836422,1.185612141
17.02162728,49.29917283,283.2085,6.27,325.2544,4.562976375,0
17.02161206,49.29917544,282.7174,5.607,324.7632,1.27716037,0.670367093
17.02160544,49.29917639,282.1227,5.035,324.1684,2.370558394,1.389338253
17.02159788,49.29917738,281.5849,4.541,323.6305,2.372080972,0
17.02159403,49.29917753,281.3143,4.25,323.3598,2.372366673,1.186183336
17.02159451,49.29917576,281.3174,4.176,323.363,4.626788619,0.851860354
17.02159471,49.29917491,281.3579,4.181,323.4037,4.743971507,0.424727364
17.02159361,49.2991726,281.3743,4.164,323.4198,3.556408283,1.185469428
17.02159307,49.29916877,281.4281,4.124,323.4739,2.372461922,0
17.021593,49.29916693,281.4157,4.037,323.4616,1.187661476,1.187661476
17.02159282,49.29916643,280.88,3.619,322.9259,3.561839005,0
17.02159197,49.299166,280.3259,3.151,322.3718,6.231534224,1.185945271
17.02159061,49.29916492,279.9506,2.83,321.9962,2.369987931,0
17.02158875,49.29916321,279.6151,2.523,321.661,0.72750295,1.18723196
17.0215868,49.29916111,279.3224,2.181,321.368,3.555409693,1.185136564
17.02158456,49.29915902,279.0825,1.95,321.1283,1.187661476,1.187661476
17.02158323,49.29915749,279.0554,1.922,321.1009,2.487409176,0
17.02158231,49.29915647,279.1566,1.931,321.2024,0,0.745761716
17.02158181,49.29915548,279.1899,1.916,321.2355,0,0
17.02158161,49.29915448,279.1164,1.9,321.1622,5.224267005,0
17.02158187,49.29915351,279.0021,1.903,321.0479,0,1.185374305
17.02158205,49.29915262,278.8517,1.914,320.8975,0,0
17.02158179,49.29915202,278.7011,1.891,320.7466,4.562976375,0
17.02158125,49.29915154,278.5959,1.913,320.6416,3.371863711,1.184708871
17.02158046,49.29915121,278.5212,1.911,320.5668,4.749118673,0
17.02157998,49.29915086,278.4701,1.908,320.5159,2.372747715,0
17.02158032,49.29915075,278.4503,1.888,320.4961,1.186088099,0
17.02157787,49.29915192,278.4361,1.888,320.4817,0,0
17.02156881,49.29915633,278.3818,1.847,320.4275,3.56098042,1.838318097
17.02155554,49.29916276,278.4757,1.994,320.5215,0.668458134,1.184993966
17.02154623,49.29916685,278.7288,2.309,320.7746,3.406990119,1.186993473
17.02154423,49.29916794,278.9088,2.484,320.9547,3.558835768,0
17.02154467,49.29916811,278.935,2.49,320.9807,2.71421769,1.187375097
17.02154526,49.29916816,278.9403,2.488,320.9859,1.609469059,1.078769769
17.0215452,49.29916855,278.978,2.504,321.0237,1.184898919,0
17.02154458,49.29916915,279.0541,2.478,321.0999,2.372080972,0
17.02154409,49.29916978,279.0831,2.51,321.129,2.36837311,0
17.02154463,49.29917049,279.1194,2.505,321.1651,3.560837363,1.186945788
17.02154513,49.29917059,279.1865,2.514,321.2323,2.371890543,0.851005519
17.02154535,49.29917018,279.2466,2.508,321.2924,1.185564566,0
17.02154606,49.29916999,279.2581,2.467,321.3035,3.555124484,1.185041495
17.02154729,49.29916999,279.2429,2.43,321.2886,4.749118673,0
17.02154836,49.29917023,279.1725,2.398,321.2184,1.186278589,0
17.02154968,49.29917029,279.0603,2.339,321.106,2.369227741,1.184613871
17.02155051,49.29917004,278.967,2.266,321.0129,2.372747715,0
17.02155109,49.2991696,278.9342,2.196,320.9801,2.747918407,0
17.02155127,49.29916916,278.9382,2.162,320.9841,1.455940725,1.362348016
17.02155128,49.29916872,278.935,2.125,320.9808,1.185754888,0.668887373
17.02155114,49.29916819,278.9013,2.121,320.9471,2.186628765,0
17.0215511,49.29916786,278.9361,2.119,320.9819,3.559550365,1.186516788
17.02155119,49.29916765,278.9964,2.116,321.0421,2.054981631,0
17.02155139,49.29916737,279.0812,2.129,321.1268,4.745114357,0
17.02155198,49.299167,279.1791,2.147,321.2249,1.18494644,1.18494644
17.02155275,49.29916637,279.2453,2.163,321.2909,3.558407147,0.424778517
17.02155329,49.29916573,279.2663,2.19,321.3121,4.752938596,0
17.0215543,49.29916522,279.2672,2.182,321.313,4.560961816,1.185850072
17.02155549,49.29916469,279.2271,2.247,321.2729,0,0
17.02155646,49.29916422,279.1775,2.217,321.223,1.185992877,0.424727364
17.02155714,49.29916403,279.1403,2.099,321.1862,5.745658836,1.185612141
17.02155804,49.29916425,279.1036,1.982,321.1494,1.244495895,0
17.02155892,49.29916464,279.0433,1.899,321.0889,4.427667753,1.815481404
17.02155992,49.29916491,279.0351,1.843,321.0808,3.441007898,0.669236535
17.02156018,49.29916462,278.5807,1.354,320.6264,3.556408283,1.185469428
17.02155961,49.29916396,278.1531,0.945,320.1987,1.468832924,1.574862519
17.02155885,49.29916379,277.8995,0.751,319.9453,0,0
17.02155926,49.29916373,277.7715,0.672,319.8174,2.374845635,0.028416956
17.02155975,49.2991637,277.716,0.625,319.7619,2.195794547,0
17.02156012,49.29916375,277.5747,0.474,319.6207,5.432601051,0
17.02156031,49.29916359,277.22,0.306,319.2657,2.661476141,0
17.02156105,49.2991637,277.0921,0.151,319.138,3.374163755,0
17.02156138,49.29916371,277.0024,0.067,319.0481,4.700011489,0
17.02156165,49.29916394,276.9945,0.086,319.0404,4.743971507,1.185992877
17.02156197,49.29916431,277.0601,0.064,319.106,3.222562314,0
17.02156254,49.2991644,277.0862,0.058,319.132,3.161890626,0
17.02156347,49.2991644,277.1239,0.061,319.1698,0.745269451,0
17.02156418,49.29916433,277.1535,0.057,319.1993,4.75217412,0
17.02156472,49.29916448,277.1867,0.059,319.2326,2.37103399,0
17.02156537,49.29916466,277.2144,0.059,319.2603,7.117957329,0
17.02156622,49.29916473,277.2192,0.06,319.2648,1.184376435,0
17.02156694,49.2991648,277.237,0.062,319.2826,2.373700855,0
17.02156747,49.29916473,277.2487,0.058,319.2942,3.553699127,1.184566376
17.02156794,49.2991647,277.2551,0.051,319.3008,0,3.559979261
17.02156823,49.29916461,277.2622,0.056,319.3082,2.370082989,0
17.02156831,49.29916457,277.264,0.05,319.3097,3.375789205,0
17.02156864,49.29916427,277.2285,0.05,319.2744,2.375227474,0
17.02156922,49.29916388,277.1886,0.054,319.2343,3.655957318,0
17.02156981,49.29916333,277.1795,0.058,319.2255,1.185612141,1.185612141
17.02157029,49.29916273,277.2225,0.056,319.2683,2.368657918,1.184328959
17.02157087,49.29916223,277.2747,0.055,319.3206,3.561409661,3.561409661
17.02157146,49.29916194,277.3021,0.05,319.348,2.375227474,0
17.02157192,49.29916193,277.3251,0.057,319.3706,0,0
17.02157206,49.29916207,277.3452,0.053,319.3909,0,1.185326749
17.02157244,49.29916201,277.4002,0.059,319.446,1.330030256,1.186993473
17.02157152,49.29916242,277.484,0.094,319.5297,2.374118316,1.185516995
17.02156796,49.29916354,277.9833,0.593,320.0288,1.600066978,0
17.02156016,49.29916671,278.1872,0.782,320.2329,1.186135716,0
17.02154797,49.2991719,278.1489,0.761,320.1948,0,0
17.02153281,49.29917797,278.0198,0.723,320.0656,3.434821675,1.185469428
17.02151869,49.29918446,277.9247,0.726,319.9703,5.743123749,0
17.02150512,49.29919094,277.8191,0.705,319.8651,0,0.122661792
17.0214926,49.29919727,277.721,0.728,319.7668,2.356948891,0
17.02148162,49.29920306,277.6445,0.725,319.6902,1.185279197,0
17.02146867,49.29920955,277.5471,0.721,319.5931,4.559863715,0
17.02145506,49.29921537,277.4509,0.722,319.4968,1.374155208,0
17.02144221,49.29922139,277.3945,0.727,319.4405,1.795190264,0
17.02142998,49.29922679,277.3067,0.718,319.3527,1.436737059,0
17.02142011,49.29923087,277.2359,0.727,319.2819,0,0
17.02141411,49.29923376,277.2347,0.72,319.2807,0.642035442,0
17.02141228,49.29923492,277.3009,0.719,319.3469,2.372557179,1.584156005
17.02141101,49.29923469,277.328,0.71,319.3737,3.821592018,0
17.02141016,49.29923434,277.3229,0.706,319.3688,1.185231649,1.185231649
17.02140908,49.29923387,277.3039,0.734,319.3499,3.559550365,1.186516788
17.02140784,49.29923412,277.3189,0.761,319.3649,2.639002411,1.18589767
17.0214063,49.29923449,277.2382,0.771,319.2841,1.187136554,1.187136554
17.02140568,49.29923447,277.1577,0.748,319.2037,1.185754888,0
17.02140501,49.2992344,277.1037,0.764,319.1497,4.931650548,2.373033577
17.02140447,49.29923435,277.0951,0.778,319.1411,1.184518885,1.184518885
17.02140473,49.29923495,277.2254,0.772,319.2714,2.369607775,2.582264883
17.02140523,49.29923572,277.3791,0.747,319.425,0,0
17.02140576,49.29923625,277.5022,0.724,319.548,3.374299149,0
17.02140628,49.29923672,277.6044,0.729,319.6504,2.37103399,0
17.02140686,49.29923708,277.6642,0.741,319.7101,4.559719601,0
17.02140752,49.29923711,277.7145,0.74,319.7605,2.372080972,1.186040486
17.02140789,49.29923673,277.7263,0.745,319.7723,2.368942795,0
17.02140816,49.29923619,277.6946,0.738,319.7406,0,0
17.02140902,49.29923602,277.7286,0.756,319.7746,5.729487886,0
17.02140974,49.2992359,277.7507,0.737,319.7967,5.737140609,0
17.02141022,49.29923546,277.725,0.755,319.7708,2.054155973,0
17.02141041,49.29923512,277.7037,0.776,319.7496,5.922119572,0
17.02140953,49.29923468,277.625,0.771,319.6708,1.186326221,1.186326221
17.02140881,49.29923409,277.5557,0.787,319.6017,2.118691733,0
17.02140802,49.29923351,277.4601,0.825,319.5061,2.370368209,0.668565392
17.02140737,49.29923291,277.3752,0.801,319.421,2.372176198,0
17.02140682,49.29923256,277.3392,0.803,319.3849,0.554065798,1.692142988
17.02140623,49.29923223,277.3103,0.803,319.3562,0,0
17.02140527,49.29923177,277.2018,0.787,319.2477,2.374082326,1.187041163
17.02140388,49.29923137,277.0388,0.787,319.0848,0,0.668967916
17.02140329,49.29923092,276.9608,0.773,319.0068,1.183854411,0
17.02140266,49.29923015,276.8896,0.772,318.9356,1.186373857,0
17.02140161,49.29922944,276.7616,0.778,318.8076,2.369512755,0
17.02140066,49.29922885,276.6377,0.791,318.6835,3.379995542,0
17.02139996,49.2992287,276.5406,0.776,318.5865,2.36808837,1.184044185
17.02139956,49.29922882,276.4918,0.809,318.5378,3.293361156,0.028398695
17.0213987,49.29922901,276.413,0.804,318.4589,2.370653498,1.185326749
17.02139756,49.29922906,276.3164,0.807,318.3624,0.668619034,1.185279197
17.0213964,49.29922901,276.214,0.8,318.26,4.746448379,0
17.0213954,49.29922908,276.1235,0.794,318.1695,4.748164652,0
17.02139527,49.29922915,276.1148,0.793,318.1608,1.184566376,2.369132752
17.02139496,49.29922929,276.0996,0.791,318.1456,2.373033577,0
17.02139441,49.29922934,276.0724,0.786,318.1184,2.907490119,0
17.02139387,49.29922928,276.0298,0.779,318.0757,1.186088099,1.52753264
17.02139356,49.29922915,275.9652,0.759,318.0112,1.185992877,1.247693023
17.02139345,49.29922889,275.9147,0.778,317.9607,1.07965091,0
17.02139356,49.29922878,275.9138,0.777,317.9597,3.558835768,1.788543104
17.02139366,49.2992287,275.9221,0.787,317.9681,2.369892881,0
17.02139364,49.29922871,275.9209,0.782,317.9668,5.250899774,1.187041163
17.02139383,49.29922892,275.9624,0.788,318.0084,1.186088099,0
17.02139385,49.29922906,275.9815,0.784,318.0275,3.555409693,1.276879737
17.02139362,49.29922907,275.9627,0.791,318.0086,1.553773561,0
17.02139332,49.29922899,275.9312,0.788,317.9771,1.186707416,2.373414833
17.02139316,49.2992289,275.9312,0.787,317.9771,1.185374305,0
17.02139215,49.29922949,275.92,0.775,317.9659,0,0
17.02138595,49.29923216,275.9191,0.823,317.9651,0.554088018,0
17.02137714,49.29923681,276.0633,0.828,318.1092,5.933060473,1.186612095
17.0213683,49.29924009,276.0764,0.747,318.1223,2.36551258,1.185279197
17.02136015,49.29924319,276.2074,0.737,318.2533,1.186373857,1.186373857
17.02134968,49.29924734,276.43,0.743,318.4758,0.668941066,0.028379318
17.02133762,49.29925155,276.5871,0.751,318.6331,1.186230961,1.186230961
17.0213243,49.29925651,276.7735,0.708,318.8195,4.108587031,1.653320969
17.02131076,49.29926285,276.8087,0.731,318.8547,0,2.516640832
17.0212977,49.29927024,276.8031,0.728,318.8491,1.603625291,0.973231601
17.02128663,49.29927798,276.8596,0.788,318.9056,8.129279289,1.187422818
17.02127749,49.29928693,277.0215,0.734,319.0675,8.522226276,0
17.02126907,49.29929735,277.2154,0.764,319.2614,3.559264492,1.158496521
17.02125915,49.29930689,277.2375,0.733,319.2836,7.983783777,1.915213865
17.02124865,49.29931636,277.2315,0.755,319.2776,2.371509776,0
17.02123968,49.29932605,277.2361,0.817,319.2821,3.970913178,0
17.02123084,49.29933567,277.3264,0.904,319.3725,6.730955334,0.689378023
17.02122165,49.29934308,277.51,1.127,319.556,4.271631902,1.187852472
17.02121313,49.29934772,277.396,0.503,319.4423,0.028373624,0.745881421
17.02120956,49.29934943,277.227,0.126,319.273,0,0
17.02120936,49.29934959,277.1886,0.098,319.2348,1.944237364,0.669209663
17.02120993,49.29934972,277.1939,0.091,319.2402,2.374559337,2.374559337
17.02121098,49.29934989,277.161,0.099,319.207,1.186326221,0
17.02121194,49.29935015,277.1333,0.081,319.1793,5.137988208,0
17.02121266,49.29935021,277.1749,0.092,319.2212,4.750836878,1.372229725
17.02121321,49.29935019,277.1586,0.096,319.2046,3.530850499,0
17.02121382,49.29935011,277.1427,0.09,319.1887,1.18804353,1.18804353
17.02121443,49.29935,277.1762,0.091,319.2225,1.833138771,1.185612141
17.02121504,49.29934996,277.1925,0.09,319.2387,2.410870212,0
17.02121551,49.2993501,277.2296,0.089,319.2759,1.186230961,0
17.02121605,49.29935027,277.3609,0.06,319.407,3.483531656,0
17.02121643,49.29935076,277.5711,0.096,319.6172,3.56040826,0
17.02121586,49.29935115,277.7785,0.1,319.8246,0,0
17.02121533,49.29935103,277.8286,0.09,319.875,1.187422818,0
17.02121527,49.29935089,277.8566,0.077,319.9026,4.627718328,1.187375097
17.02121522,49.29935047,277.7744,0.071,319.8205,2.372747715,1.186373857
17.02121494,49.29935057,277.7055,0.076,319.7518,2.369227741,1.184613871
17.02121528,49.29935091,277.6863,0.095,319.7323,1.79108073,2.375418439
17.02121566,49.29935099,277.6485,0.097,319.6945,4.564625975,0.669478476
17.02121641,49.29935102,277.6373,0.104,319.6835,2.53211761,0
17.02121661,49.29935157,277.6456,0.103,319.6919,1.186898106,1.186898106
17.02121698,49.29935216,277.6596,0.1,319.7056,2.371414604,0.028375901
17.02121739,49.29935265,277.6533,0.089,319.6993,2.999060753,1.186993473
17.02121752,49.29935298,277.6377,0.085,319.6838,2.664539594,0
17.02121785,49.2993532,277.5617,0.09,319.6079,4.975989984,0
17.02121847,49.29935331,277.4075,0.095,319.4537,0.669290285,1.186469141
17.02121925,49.29935331,277.2886,0.099,319.3348,3.373486946,0
17.02121952,49.29935377,277.3294,0.106,319.3756,2.374845635,0
17.02121956,49.29935405,277.3711,0.101,319.4171,2.349294655,0
17.02121955,49.2993543,277.4075,0.103,319.4537,5.969290795,0
17.0212192,49.2993545,277.5089,0.109,319.5552,2.419001698,0.669935954
17.02121937,49.2993547,277.5175,0.099,319.5637,3.060005169,1.186850428
17.02121959,49.2993551,277.5619,0.09,319.608,0,0.667949129
17.02121955,49.29935469,277.3291,0.094,319.3753,1.573340001,0
17.02121856,49.29935422,277.1093,0.096,319.1554,2.700950077,0
17.0212173,49.2993541,276.9143,0.1,318.9605,1.184898919,0
17.02121632,49.2993539,276.6812,0.091,318.7272,2.835904362,0
17.02121549,49.29935357,276.5611,0.095,318.6073,2.378043032,0
17.02121481,49.29935329,276.428,0.1,318.4741,0,0
17.02121396,49.29935274,276.2815,0.095,318.3276,1.185945271,0
17.02121342,49.29935251,276.1955,0.094,318.2415,4.559314863,1.547483794
17.02121318,49.29935248,276.2088,0.094,318.2548,2.376469298,0
17.02121349,49.29935261,276.2503,0.103,318.2963,1.841118853,0
